sentID.BTEC	split	BEI	ALEX	AMM	ASW	ALE	CAI	DAM	JER	SAL	MSA	DOH	RAB	TUN	ALG	BAG	BAS	BEN	FES	JED	KHA	MOS	MUS	ARI	SAN	SFX	TRI
11265	corpus-6-train	فيك تلفن إذا بتريد ؟					ممكن تلفهمولي، من فضلك؟				هلا لففتها ، من فضلك ؟	ممكن تغلفهم، لو سمحت؟	يمكن ليك تغلفهوم، عافاك؟	تنجم تغلفهم، يعيشك؟													
11266	corpus-6-dev	إذا بتريد قلي اسماء مطاعم منيحة.					لو سمحت قوللي أسامي بعض المطاعم المصيته .				من فضلك أخبرني بأسماء بعض المطاعم الجيدة .	لو سمحت عطني اسامي مطاعم زينة.	عافاك قول لي أسماء المطاعم المزيانة.	أعطيني، يعيشك، أسامي رستورونات باهين.													
11267	corpus-6-test-corpus-26-train	بدي سافر من شانغاي عهاواي بالسفينة.	أنا عاوز أسافر من شانغهاى لهاواى بالسفينة.	أنا بدي أسافر من شنغهاي لهاواي بالسفينة.	كنت عايز أسافر من شنغهاى لهاواى بالسفينة.	بدي أسافر من شنغهاي لهاواي بالسفينة.	عايز اسافر من شانغهاي لو هاواي بالمركب .	بدس سافر من شنغهاي لهاواي بالباخرة.	حابب أسافر من شانغهاي لهاواي بالسفينة.	بدي اسافر من شنجهاي ل هاواي بالسفينة .	أريد السفر من شنغهاي إلى هاواي بالباخرة .	ابغي اسافر من شنغهاي لي هاواي بالسفينة.	بغيت نسافر بالسفينة من شنغاي إلى هاواي.	نحب نسافر بالباطو من شانغهاي حتى لهاواي.	راني حاب نسافر فالباخرة من شانغهاي لهاواي.	اريد اسافر من شنغهاي لهاواي بالباخره.	اريد اسافر من شنكها لهاواي بالسفينة.	نبي نسافر من شنغهاي لهواي بسفينة.	باغي نسافر من شنغهاي إلى هاواي بالسفينة.	أبا اسافر من شنقهأي لهواوي بالسفينة.	داير أسافر من شانغهاي إلى هاواي بالسفينة.	اغيد اسافر من شنغهاي الى هاواي بالسفينه.	ابغا اسافر من شنغهاي إلى هاواي بالسفينة.	ابغى اسافر من شنغهاي الى هاواي بالسفينة.	بنفسي اسافر من شنغاهاي ل هاواي بباخره.	نحب نسافر بالبابور من شنغهاي إلى هاواي.	نبي نسافر من شنغهاي لي هاواي بالسفينة.
11268	corpus-6-train	ايمتى بتقدر تعيد اصدارو؟					امتى تقدرو تطلعولي بدل البطاقات؟				متى يمكنكم إعادة إصدارها ؟	متى تقدر تسوي له اعادة اصدار؟	وقتاش يمكن ليك تعاودو؟	وقتاش تنجم تعاود تعملو؟													
11269	corpus-6-train	خليني فكر فيه . بدي فتش بغير محلات .					خليني أقلبها في دماغي . انا حأبص على محلات تانية .				دعني أفكر فيها . سوف أتحقق في بعض المتاجر الأخرى .	خلني افكر. بجيك محلات ثانية.	خليني نفكر فيه. غادي نشوف فمحلات أخرى.	خليني نفكر. تو نشوف في مقازانات أخرين.													
11271	corpus-6-train	شورايك بعشرة دولار للتلاتة؟					ايه رأيك في عشر دولارات للتلاته؟				ماذا عن عشرة دولارات مقابل ثلاثة ؟	شرايك عشر دولارات حق ثلاث اشخاص؟	اشنو نظرك عشرة دولار لتلاتة؟	شنيا رايك في عشرا دولارات لتلاثا؟													
11277	corpus-6-train	ما بدي ادفع اكتر من تلاتين دولار بالقطعة .					مش عايز ادفع أكتر من تلاتين دولار للحته .				لا أريد إنفاق أكثر من ثلاثين دولاراً على القطعة الواحدة .	مابغي اصرف اكثر من ثلاثين دولار على القطعة.	مابغيتش نصرف اكتر من تلاتين دولار للوحدة.	ما نحبش نصرف أكثر من تلاثين دولار في القطعة.													
11278	corpus-6-test-corpus-26-test	فيك تبعت حدا؟	ممكن تبعت حد؟	ممكن تبعتلي حدا؟	ممكن تبعتلى حد؟	خرج تبعت حدا؟	ممكن تبعت واحد؟	فيك تبعت حدا؟	بتقدر تبعت حدا؟	بتقدر ترسلي حدا؟	هل يمكن أن ترسل أحدا ؟	ممكن ترسل احد؟	يمكن ليك تصيفط شي واحد؟	تنجم تبعثلي أي حد؟	تقدر تقول لكاش واحد يجي؟	تكدر تدزلي واحد؟	تكدر تدزلك فدواحد؟	تقدر تدز حد؟	ممكن تصيفط شي حد؟	تقدر ترسل احد؟	ممكن ترسل زول؟	اتطيق ترسل احد؟	هل تقدر ترسل شخص ما؟	تقدر ترسل احد؟	ممكن ترسل اي واحد؟	تنجم تجيبلنا واحد؟	تقدر تبعت حد؟
11279	corpus-6-train	فيك تصرف ين ياباني هون؟					بتبدلو ين ياباني هنا؟				هل يمكن أن تبدلوا الين الياباني هنا ؟	تقدر تحول الين الياباني هناك؟	واش يمكن ليك تصرفو الين الياباني هنا؟	تنجم تصرفلي اليان الياباني هوني؟													
11280	corpus-6-train	بعتقد هيداك احسن من هيدا بكتير .					متهيألي ان ده أحسن بكتير من ده .				أظن أن هذا هو أفضل كثيراً من ذاك .	احس هذاك احسن بواجد من هذي.	كنضن هادا احسن من هاداك.	نظن إنو هذا أحسن برشا من هذاك.													
11282	corpus-6-test-corpus-26-train	فيك تجهزو بكرا قبل الساعة خمسة المسا؟	ممكن يكون جاهز على خمسة بعد الضهر بكرة؟	بتقدر تخليلي إياه جاهز بكرا الساعة خمسة المسا؟	ممكن يبقى معاك جاهز على بكرة الساعة خمسة العصر؟	خرج تكون مجهزو عالخمسة المسا بكرة؟	ممكن تجهزهالي على بكرة الساعة خمسه العصر؟	فيك اتجهزه بكرا عالساعة خمسة المسا؟	بتقدر تجهزها بكرا الساعة خمسة العصر؟	بتقدر تجهزو على الخمسة المسا بكرا؟	هل تستطيع تجهيزه بحلول الخامسة من مساء الغد ؟	ممكن تجهزه على خمس العصر بكرة؟	واش يقدر يكون عندك واجد غدا مع الخمسة ديال العشية؟	تنجم تجهزه الخمسة متاع العشية غدوة؟	يكون واجد غدوة على الخمسة تع العشية؟	تكدر تجهزه باجر الساعة خمسة العصر؟	تكدر تجهزه بحدود الخمسة العصر باجر؟	تقدر توتيها على الخمسة العشية بكرة؟	واش ممكن يكون واجد فالساعة الخامسة ديال الليل غدا؟	ممكن تغلقها بكرة الساعة خمسة المساء؟	ممكن تجهزه عند الساعة خمسة العصر بكرة؟	اتطيق اتجهزو بالخمسي العصغ غدا؟	هل ممكن يكون جاهز الساعة الخامسة مساء غدا؟	تقدر تجهزه على الساعة خمسة المساء بكرة؟	تقدر تجهزة ل بكره خمس الليل؟	حاضر الخمسة غدوة؟	هل تقدر تجهزه مع الساعه خمسه العشيه غدوه؟
11283	corpus-6-train	إذا بتريد احكي ياباني .					لو سمحت اتكلم ياباني .				من فضلك تحدث باليابانية .	لو سمحت تكلم ياباني.	عافاك اهضر باليابانية.	يعيشك تكلم ياباني.													
11284	corpus-6-train	بدي لوح شوكولا، إذا بتريد .					عايز باكو شيكولاته، لو سمحت .				أريد قطعة من الشوكولاته ، من فضلك .	ابغي كاكاو، لو سمحت.	بغيت لوحة شوكولاطة، عافاك.	نحب طبلية شكلاطة، يعيشك.													
11286	corpus-6-train	وقاف هون، إذا بتريد .					اقف هنا، من فضلك .				قف هنا ، من فضلك .	اوقف هني، لو سمحت.	ابقى هنا، عافاك.	أبقى هوني، يعيشك.													
11287	corpus-6-train	شي حلو. ايمتى بتبلش الجولة؟					ده باين عليه حلو. أمتى حتبدأ الرحلة؟				يبدو هذا مشوقاً . متى تبدأ الجولة ؟	شكلها حلوة. متى تبتدي الجولة؟	هاد الشي بان ليا مزيان. وقتاش الرحلة غادي تبدا؟	هذا باهي. وقتاش تبدى الرحلة؟													
11289	corpus-6-train	حجزت سيارة ليومين باليابان .					حجزت عربية ليومين في اليابان .				لقد حجزت سيارة لمدة يومين في اليابان .	حجزت سيارة حق يومين في اليابان.	احجزت طوموبيلة لليابان ليومين.	حجزت كرهبة في اليابان لمدة نهارين.													
11293	corpus-6-train	فيك تخبرني وين ممكن اعمل تشك ان لهيدي الرحلة؟					ممكن تقوللي فين بسجل الطيارة؟				هل يمكن أن تخبرني أين أسجل لركوب هذه الرحلة ؟	ممكن تعلمني وين اقدر اسوي جيك ان حق هالرحلة؟	تقدر تقول ليا فين يمكن نتسجل على هاد رحلة الطيران؟	تنجم تقلي وين نجم نتسجل للرحلة هاذي؟													
11300	corpus-6-train	فيك تاخذ صورتي، إذا بتريد ؟					ممكن تاخد صورتي، لو سمحت ؟				هل يمكن أن تلتقط صورتي ، من فضلك ؟	ممكن تصورني، لو سمحت؟	تقدر تاخد ليا صورة، عافاك؟	تنجم تعملي تصويرة، يعيشك؟													
11301	corpus-6-train	بدي طابع لهالبطاقة البريد، إذا بتريد .					عايز طابع للبطاقة البريدية، من فضلك .				أريد طابعاً لهذه البطاقة البريدية ، من فضلك .	بغيت طابع حق هالبطاقة البريدية، لو سمحت.	بغيت واحد تنبر لهاد البطاقة البريدية، عافاك.	نحب تنبري للكارت بوسطال هاذي.													
11302	corpus-6-test-corpus-26-train	بتاخذ عشر دقايق مشي .	بياخد عشر دقايق مشى.	بدها عشر دقايق مشي.	تأخد عشر دقايق مشى.	بدو عشر دقايق مشي.	تاخد عشر دقايق مشي .	بياخد عشر دقايق مشي.	بتاخد عشر دقايق مشي.	بياخد عشر دقايق مشي .	إنها تستغرق عشر دقائق سيراً على الأقدام .	ياخذ عشر دقايق مشي.	غادي تستغرق خمسة دقايق على الرجلين.	هذا يشد عشرا دقايق على الساقين.	تاخذ عشر دقائق مشيا.	تاخذلها عشر دقايق مشي.	ياخذ عشر دقايق مشي.	تأخذ عشر دقايق على الكرعين.	كيستغرق عشر دقائق على الرجلين.	عشر دقأيق بالرجول.	بياخد عشرة دقايق بالارجل.	استغرق عش دقايق مشي عالاقدام.	يستغرق عشر دقائق مشي على الأقدام.	تأخذ عشر دقائق مشي.	يشل عشر دقايق مشي رجل.	ياخذ عشرة دقايق على الساقين.	تاخد عشرة دقايق علي الرجلين.
